,A_atomic_hfomo,A_atomic_hpomo,A_atomic_lfumo,A_atomic_lpumo,A_atomic_ea,A_atomic_ip,A_atomic_ea_by_half_charged_homo,A_atomic_ip_by_half_charged_homo,A_atomic_r_s_neg_1,A_atomic_r_p_neg_1,A_atomic_r_val_neg_1,A_atomic_r_s_neg_05,A_atomic_r_p_neg_05,A_atomic_r_d_neg_05,A_atomic_r_val_neg_05,A_atomic_r_s,A_atomic_r_p,A_atomic_r_d,A_atomic_r_val,A_atomic_r_s_05,A_atomic_r_p_05,A_atomic_r_d_05,A_atomic_r_val_05,A_atomic_r_s_1,A_atomic_r_p_1,A_atomic_r_d_1,A_atomic_r_val_1,A_X,A_atomic_ie_1,A_atomic_ie_2,A_atomic_ndunf,A_atomic_ndval,A_atomic_nfunf,A_atomic_nfval,A_atomic_npunf,A_atomic_npval,A_atomic_nsunf,A_atomic_nsval,A_atomic_nunf,A_atomic_nval,A_atomic_phi,A_atomic_pol,B_atomic_hfomo,B_atomic_hpomo,B_atomic_lfumo,B_atomic_lpumo,B_atomic_ea,B_atomic_ip,B_atomic_ea_by_half_charged_homo,B_atomic_ip_by_half_charged_homo,B_atomic_r_s_neg_1,B_atomic_r_p_neg_1,B_atomic_r_val_neg_1,B_atomic_r_s_neg_05,B_atomic_r_p_neg_05,B_atomic_r_d_neg_05,B_atomic_r_val_neg_05,B_atomic_r_s,B_atomic_r_p,B_atomic_r_d,B_atomic_r_val,B_atomic_r_s_05,B_atomic_r_p_05,B_atomic_r_d_05,B_atomic_r_val_05,B_atomic_r_s_1,B_atomic_r_p_1,B_atomic_r_d_1,B_atomic_r_val_1,B_X,B_atomic_ie_1,B_atomic_ie_2,B_atomic_ndunf,B_atomic_ndval,B_atomic_nfunf,B_atomic_nfval,B_atomic_npunf,B_atomic_npval,B_atomic_nsunf,B_atomic_nsval,B_atomic_nunf,B_atomic_nval,B_atomic_phi,B_atomic_pol,X_atomic_hfomo,X_atomic_hpomo,X_atomic_lfumo,X_atomic_lpumo,X_atomic_ea,X_atomic_ip,X_atomic_ea_by_half_charged_homo,X_atomic_ip_by_half_charged_homo,X_atomic_r_s_neg_1,X_atomic_r_val_neg_1,X_atomic_r_s_neg_05,X_atomic_r_p_neg_05,X_atomic_r_s,X_atomic_r_p,X_atomic_r_val,X_atomic_r_s_05,X_atomic_r_p_05,X_atomic_r_val_05,X_atomic_r_s_1,X_atomic_r_p_1,X_atomic_r_val_1,X_X,X_atomic_ie_1,X_atomic_ie_2,X_atomic_npunf,X_atomic_npval,X_atomic_nsval,X_atomic_nunf,X_atomic_nval,X_atomic_pol
33,-9.98412991774283,-2.0174499833786497,-2.0174499833786497,-2.0174499833786497,0.5782229955112802,4.86344786009144,0.6071399949978998,4.806619960399257,1.12065,0.5900500000000001,1.77235,1.1118500000000002,1.6679500000000005,0.58995,0.58995,1.10255,1.57675,0.58985,1.57675,1.09325,1.5034500000000002,0.58955,1.5034500000000002,1.08445,1.4406500000000002,0.5891500000000001,1.08445,1.62,6.108194,20.4283,0.0,10.0,0.0,14.0,5.0,1.0,0.0,2.0,5.0,27.0,3.9,7.55,-5.759149952551562,-3.2789299729855776,-3.2789299729855776,-3.2789299729855776,0.4737484960256682,7.382372439109225,0.5112999957875057,7.315779939726812,1.61495,0.88015,0.8802500000000001,1.53835,0.0,0.85955,0.85955,1.47405,0.0,0.84265,0.84265,1.4223500000000002,0.0,0.82845,0.82845,1.3818500000000002,0.0,0.81665,0.81665,1.5,7.54957,0.0,7.0,3.0,0.0,14.0,0.0,0.0,0.0,2.0,7.0,19.0,4.05,13.1,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
34,-2.781479977083966,-2.781479977083966,-1.0723199911653787,-1.0723199911653787,2.903782976091173,6.083155549909696,1.8723199845743452,6.376199947467815,2.11275,0.0,1.31275,2.09185,0.0,0.0,0.0,2.02515,0.0,0.0,0.34785,1.9116500000000003,0.0,0.0,0.34915,1.92685,0.0,0.0,1.92685,1.14,5.525,10.72,0.0,0.0,10.0,4.0,0.0,0.0,0.0,2.0,10.0,6.0,3.19,31.4,-8.68299992846257,-2.2182599817242177,-2.2182599817242177,-2.2182599817242177,0.4213267965101795,5.093764258043412,0.44945999629699257,5.036199958507796,1.17515,0.49265,1.7342500000000003,1.16095,1.6358500000000002,0.49265,0.49265,1.1461500000000002,1.54635,0.49255,1.54635,1.1317500000000005,1.47205,0.49245,1.47205,1.1182500000000002,1.4104500000000002,0.49235,1.1182500000000002,1.78,5.78636,18.8703,0.0,10.0,0.0,0.0,5.0,1.0,0.0,2.0,5.0,13.0,3.9,9.65,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
35,-1.9539099839021423,-1.9539099839021423,-1.9539099839021423,-1.9539099839021423,-0.3036118975140773,3.6984121695097367,-0.31214999742826116,3.673269969736694,3.01135,0.0,3.01135,2.78135,0.0,0.0,0.0,2.58495,0.0,0.0,2.58495,2.45185,0.0,0.0,2.45185,0.81755,0.94155,0.38145,0.94155,0.79,3.893905,23.15744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.95,59.42,-5.759149952551562,-3.2789299729855776,-3.2789299729855776,-3.2789299729855776,0.4737484960256682,7.382372439109225,0.5112999957875057,7.315779939726812,1.61495,0.88015,0.8802500000000001,1.53835,0.0,0.85955,0.85955,1.47405,0.0,0.84265,0.84265,1.4223500000000002,0.0,0.82845,0.82845,1.3818500000000002,0.0,0.81665,0.81665,1.5,7.54957,0.0,7.0,3.0,0.0,14.0,0.0,0.0,0.0,2.0,7.0,19.0,4.05,13.1,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
36,-2.123489982505008,-2.123489982505008,-2.123489982505008,-2.123489982505008,-0.34440057717634476,3.992618027090578,-0.3481099971319941,3.9702199672901832,2.75175,0.0,2.75175,2.51995,0.0,0.0,0.0,2.35115,0.0,0.0,2.35115,2.24385,0.0,0.0,2.24385,0.66735,0.75565,0.20805,0.75555,0.8200000000000001,4.177128,27.2895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.1,47.27,-5.759149952551562,-3.2789299729855776,-3.2789299729855776,-3.2789299729855776,0.4737484960256682,7.382372439109225,0.5112999957875057,7.315779939726812,1.61495,0.88015,0.8802500000000001,1.53835,0.0,0.85955,0.85955,1.47405,0.0,0.84265,0.84265,1.4223500000000002,0.0,0.82845,0.82845,1.3818500000000002,0.0,0.81665,0.81665,1.5,7.54957,0.0,7.0,3.0,0.0,14.0,0.0,0.0,0.0,2.0,7.0,19.0,4.05,13.1,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
37,-3.9420799675220235,-3.9420799675220235,-0.935069992296153,-0.935069992296153,1.3744005986758032,6.388740337367709,1.3953099885043316,6.3914099473425035,1.9962500000000003,0.0,2.07055,1.89425,0.0,0.70845,0.70845,1.80815,0.0,0.0,1.80815,1.73995,0.0,0.0,1.73995,1.6818500000000003,0.0,0.0,1.6818500000000003,1.0,6.11316,11.87172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.55,25.7333333333,-4.762429960763331,-3.5533899707243597,-3.5533899707243597,-3.5533899707243597,0.7799878335735743,7.4794458083788005,0.8744399927956709,7.940329934581274,1.7509500000000002,0.55955,0.55955,1.6480500000000002,0.0,0.54055,0.54055,1.5416500000000002,0.0,0.52475,0.52475,1.47195,0.0,0.51685,0.51685,1.4704500000000005,0.0,0.52105,0.52105,1.54,6.82812,13.5755,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,3.8,14.6,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
38,-8.68299992846257,-2.2182599817242177,-2.2182599817242177,-2.2182599817242177,0.4213267965101795,5.093764258043412,0.44945999629699257,5.036199958507796,1.17515,0.49265,1.7342500000000003,1.16095,1.6358500000000002,0.49265,0.49265,1.1461500000000002,1.54635,0.49255,1.54635,1.1317500000000005,1.47205,0.49245,1.47205,1.1182500000000002,1.4104500000000002,0.49235,1.1182500000000002,1.78,5.78636,18.8703,0.0,10.0,0.0,0.0,5.0,1.0,0.0,2.0,5.0,13.0,3.9,9.65,-4.9067299595744736,-4.9067299595744736,-4.9067299595744736,-4.9067299595744736,-1.6736126861533072,8.358098431195685,-1.65503998636447,8.322429931433232,1.02045,0.44815,1.3336500000000002,1.0134500000000002,1.28815,0.44815,0.44815,1.00615,1.24965,0.44815,1.24965,0.99845,1.21745,0.44805,1.2173500000000002,0.99065,1.1907500000000002,0.44805,1.1907500000000002,2.05,8.60839,16.63,0.0,10.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,15.0,4.4,6.6,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
39,-2.3584199805694688,-2.3584199805694688,-2.3584199805694688,-2.3584199805694688,-7.773939136038727,-3.0077233752969903,2.1781999820542635,6.07905994991589,2.13695,0.0,0.42285,2.07105,0.0,0.0,0.0,1.93325,0.0,0.0,0.31375,1.8591500000000003,0.0,0.0,0.31355,1.81675,0.0,0.0,0.31375,1.2,5.67038,11.25,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,7.0,9.0,2.5,27.7,-5.356469955869159,-2.187909981974265,-2.187909981974265,-2.187909981974265,1.2615776897041928,6.030562050389042,1.3050599892478825,5.949019950987262,1.69755,0.98135,0.98135,1.61085,0.0,0.93655,0.93655,1.54465,0.0,0.90685,0.90685,1.4927500000000002,0.0,0.8843500000000001,0.8843500000000001,1.4547500000000002,0.0,0.86755,0.86755,1.3,6.82507,15.0,8.0,2.0,0.0,14.0,0.0,0.0,0.0,2.0,8.0,18.0,3.6,16.2,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
40,-3.35827997233183,-3.35827997233183,-1.3349399890017073,-1.3349399890017073,1.4983806876590446,5.406739955395823,1.6443999864521308,5.413399955400124,2.51635,0.0,2.37265,2.39355,0.0,0.0,0.0,2.20615,0.0,0.0,2.20615,2.13935,0.0,0.0,2.13935,2.08965,0.0,0.0,2.08965,0.89,5.211664,10.00383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.32,39.7,-1.845129984798358,-1.845129984798358,-1.7665499854457625,-1.845129984798358,0.9969753918058927,5.602414853864822,0.78892999350017,6.363579947571789,2.13775,1.3334500000000002,1.3334500000000002,2.15485,0.0,1.31455,1.31455,2.05375,0.0,1.23595,1.23995,1.98315,0.0,1.1770500000000002,1.98545,1.96955,0.0,1.1689500000000002,1.96955,1.12,5.5387,10.85,9.0,1.0,13.0,1.0,0.0,0.0,0.0,2.0,22.0,4.0,3.18,29.6,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
41,-3.35827997233183,-3.35827997233183,-1.3349399890017073,-1.3349399890017073,1.4983806876590446,5.406739955395823,1.6443999864521308,5.413399955400124,2.51635,0.0,2.37265,2.39355,0.0,0.0,0.0,2.20615,0.0,0.0,2.20615,2.13935,0.0,0.0,2.13935,2.08965,0.0,0.0,2.08965,0.89,5.211664,10.00383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.32,39.7,-11.283399907038415,-3.5790999705125395,-3.5790999705125395,-3.5790999705125395,-0.6688998944897034,6.747624044360574,-0.6409299947195111,6.701019944791692,1.08925,0.46915,1.5056500000000002,1.0801500000000002,1.43155,0.46915,0.46915,1.0700500000000002,1.3725500000000002,0.46915,1.3725500000000002,1.0592500000000002,1.3271500000000005,0.46905,1.3271500000000005,1.04835,1.29265,0.46895,1.29265,1.96,7.34392,14.6322,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,14.0,4.15,7.06,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
42,-3.35827997233183,-3.35827997233183,-1.3349399890017073,-1.3349399890017073,1.4983806876590446,5.406739955395823,1.6443999864521308,5.413399955400124,2.51635,0.0,2.37265,2.39355,0.0,0.0,0.0,2.20615,0.0,0.0,2.20615,2.13935,0.0,0.0,2.13935,2.08965,0.0,0.0,2.08965,0.89,5.211664,10.00383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.32,39.7,-4.762429960763331,-3.5533899707243597,-3.5533899707243597,-3.5533899707243597,0.7799878335735743,7.4794458083788005,0.8744399927956709,7.940329934581274,1.7509500000000002,0.55955,0.55955,1.6480500000000002,0.0,0.54055,0.54055,1.5416500000000002,0.0,0.52475,0.52475,1.47195,0.0,0.51685,0.51685,1.4704500000000005,0.0,0.52105,0.52105,1.54,6.82812,13.5755,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,3.8,14.6,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
43,-12.747499894976,-3.3637199722870115,-3.3637199722870115,-3.3637199722870115,-0.5061433960531401,6.442776446960848,-0.4826099960238767,6.39928994727758,1.05495,0.56725,1.5447500000000003,1.0494500000000002,1.47995,0.56725,0.56725,1.0435500000000002,1.42345,0.56715,1.42345,1.0372500000000002,1.3764500000000002,0.5669500000000001,1.3764500000000002,1.03085,1.33855,0.56675,1.33855,2.33,7.41663,15.03248,0.0,10.0,0.0,14.0,4.0,2.0,0.0,2.0,4.0,28.0,4.1,6.995,-5.356469955869159,-2.187909981974265,-2.187909981974265,-2.187909981974265,1.2615776897041928,6.030562050389042,1.3050599892478825,5.949019950987262,1.69755,0.98135,0.98135,1.61085,0.0,0.93655,0.93655,1.54465,0.0,0.90685,0.90685,1.4927500000000002,0.0,0.8843500000000001,0.8843500000000001,1.4547500000000002,0.0,0.86755,0.86755,1.3,6.82507,15.0,8.0,2.0,0.0,14.0,0.0,0.0,0.0,2.0,8.0,18.0,3.6,16.2,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
44,-2.2273099816496567,-2.2273099816496567,-2.2273099816496567,-2.2273099816496567,-0.347925887129317,4.162399025703636,-0.34972999711864733,4.147669965828211,2.59365,0.0,2.59365,2.38825,0.0,0.0,0.0,2.23685,0.0,0.0,2.23685,2.13415,0.0,0.0,2.13415,0.5699500000000001,0.6113500000000001,0.0,0.6113500000000001,0.8200000000000001,4.3406633,31.63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.25,43.23,-5.759149952551562,-3.2789299729855776,-3.2789299729855776,-3.2789299729855776,0.4737484960256682,7.382372439109225,0.5112999957875057,7.315779939726812,1.61495,0.88015,0.8802500000000001,1.53835,0.0,0.85955,0.85955,1.47405,0.0,0.84265,0.84265,1.4223500000000002,0.0,0.82845,0.82845,1.3818500000000002,0.0,0.81665,0.81665,1.5,7.54957,0.0,7.0,3.0,0.0,14.0,0.0,0.0,0.0,2.0,7.0,19.0,4.05,13.1,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
45,-2.665759978037359,-2.665759978037359,-2.665759978037359,-2.665759978037359,-0.4969475689067794,4.962073789117701,-0.4904299959594493,4.9517099592038925,2.13215,0.0,2.13215,1.95145,0.0,0.0,0.0,1.80045,0.0,0.0,1.80045,1.6862500000000002,0.0,0.0,1.6862500000000002,0.32095,0.28665,0.0,0.28665,0.93,5.139076,47.2864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.7,24.11,-4.966219959084347,-4.334109964292169,-4.334109964292169,-4.334109964292169,-0.5117665957745332,7.220987540517275,-0.45934999621551087,7.633379937110171,1.7630500000000002,0.81215,0.81225,1.6623500000000002,0.0,0.79335,0.79335,1.57855,0.0,0.77725,0.77725,1.5450500000000005,0.0,0.7724500000000001,0.7724500000000001,1.5635500000000002,0.0,0.78035,0.78045,1.6,6.75885,14.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,4.05,15.7,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
46,-4.2234799652036275,-4.2234799652036275,-4.2234799652036275,-4.2234799652036275,-1.2663014895804272,7.40907553898782,-1.2553199896576799,7.365979939313225,1.48015,0.54895,1.48015,1.4059500000000005,0.0,0.54855,0.54855,1.3480500000000002,0.0,0.54795,1.3480500000000002,1.3039500000000002,0.0,0.54725,1.3039500000000002,1.2689500000000002,0.0,0.54625,0.54635,1.93,7.57623,21.47746,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,4.35,6.99,-4.966219959084347,-4.334109964292169,-4.334109964292169,-4.334109964292169,-0.5117665957745332,7.220987540517275,-0.45934999621551087,7.633379937110171,1.7630500000000002,0.81215,0.81225,1.6623500000000002,0.0,0.79335,0.79335,1.57855,0.0,0.77725,0.77725,1.5450500000000005,0.0,0.7724500000000001,0.7724500000000001,1.5635500000000002,0.0,0.78035,0.78045,1.6,6.75885,14.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,4.05,15.7,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
47,-3.709159969441003,-3.709159969441003,-0.9006499925797321,-0.9006499925797321,1.114752790845946,5.960128210919736,1.1364599906369428,5.964719950857914,2.16695,0.0,2.26615,2.05905,0.0,1.37895,1.37895,1.96785,0.0,0.0,1.96785,1.89395,0.0,0.0,1.89395,1.8331500000000005,0.0,0.0,1.8331500000000005,0.95,5.69485,11.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.4,25.55,-11.283399907038415,-3.5790999705125395,-3.5790999705125395,-3.5790999705125395,-0.6688998944897034,6.747624044360574,-0.6409299947195111,6.701019944791692,1.08925,0.46915,1.5056500000000002,1.0801500000000002,1.43155,0.46915,0.46915,1.0700500000000002,1.3725500000000002,0.46915,1.3725500000000002,1.0592500000000002,1.3271500000000005,0.46905,1.3271500000000005,1.04835,1.29265,0.46895,1.29265,1.96,7.34392,14.6322,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,14.0,4.15,7.06,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
48,-3.709159969441003,-3.709159969441003,-0.9006499925797321,-0.9006499925797321,1.114752790845946,5.960128210919736,1.1364599906369428,5.964719950857914,2.16695,0.0,2.26615,2.05905,0.0,1.37895,1.37895,1.96785,0.0,0.0,1.96785,1.89395,0.0,0.0,1.89395,1.8331500000000005,0.0,0.0,1.8331500000000005,0.95,5.69485,11.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.4,25.55,-4.762429960763331,-3.5533899707243597,-3.5533899707243597,-3.5533899707243597,0.7799878335735743,7.4794458083788005,0.8744399927956709,7.940329934581274,1.7509500000000002,0.55955,0.55955,1.6480500000000002,0.0,0.54055,0.54055,1.5416500000000002,0.0,0.52475,0.52475,1.47195,0.0,0.51685,0.51685,1.4704500000000005,0.0,0.52105,0.52105,1.54,6.82812,13.5755,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,3.8,14.6,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
49,-12.747499894976,-3.3637199722870115,-3.3637199722870115,-3.3637199722870115,-0.5061433960531401,6.442776446960848,-0.4826099960238767,6.39928994727758,1.05495,0.56725,1.5447500000000003,1.0494500000000002,1.47995,0.56725,0.56725,1.0435500000000002,1.42345,0.56715,1.42345,1.0372500000000002,1.3764500000000002,0.5669500000000001,1.3764500000000002,1.03085,1.33855,0.56675,1.33855,2.33,7.41663,15.03248,0.0,10.0,0.0,14.0,4.0,2.0,0.0,2.0,4.0,28.0,4.1,6.995,-4.762429960763331,-3.5533899707243597,-3.5533899707243597,-3.5533899707243597,0.7799878335735743,7.4794458083788005,0.8744399927956709,7.940329934581274,1.7509500000000002,0.55955,0.55955,1.6480500000000002,0.0,0.54055,0.54055,1.5416500000000002,0.0,0.52475,0.52475,1.47195,0.0,0.51685,0.51685,1.4704500000000005,0.0,0.52105,0.52105,1.54,6.82812,13.5755,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,3.8,14.6,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
50,-11.283399907038415,-3.5790999705125395,-3.5790999705125395,-3.5790999705125395,-0.6688998944897034,6.747624044360574,-0.6409299947195111,6.701019944791692,1.08925,0.46915,1.5056500000000002,1.0801500000000002,1.43155,0.46915,0.46915,1.0700500000000002,1.3725500000000002,0.46915,1.3725500000000002,1.0592500000000002,1.3271500000000005,0.46905,1.3271500000000005,1.04835,1.29265,0.46895,1.29265,1.96,7.34392,14.6322,0.0,10.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,14.0,4.15,7.06,-4.762429960763331,-3.5533899707243597,-3.5533899707243597,-3.5533899707243597,0.7799878335735743,7.4794458083788005,0.8744399927956709,7.940329934581274,1.7509500000000002,0.55955,0.55955,1.6480500000000002,0.0,0.54055,0.54055,1.5416500000000002,0.0,0.52475,0.52475,1.47195,0.0,0.51685,0.51685,1.4704500000000005,0.0,0.52105,0.52105,1.54,6.82812,13.5755,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,3.8,14.6,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
51,-12.747499894976,-3.3637199722870115,-3.3637199722870115,-3.3637199722870115,-0.5061433960531401,6.442776446960848,-0.4826099960238767,6.39928994727758,1.05495,0.56725,1.5447500000000003,1.0494500000000002,1.47995,0.56725,0.56725,1.0435500000000002,1.42345,0.56715,1.42345,1.0372500000000002,1.3764500000000002,0.5669500000000001,1.3764500000000002,1.03085,1.33855,0.56675,1.33855,2.33,7.41663,15.03248,0.0,10.0,0.0,14.0,4.0,2.0,0.0,2.0,4.0,28.0,4.1,6.995,-4.648009961706013,-3.055889974823158,-3.055889974823158,-3.055889974823158,0.5037961558380569,7.0985768915096275,0.5568399954123112,7.006299942276553,1.8534500000000005,0.90935,0.90925,1.7616500000000002,0.0,0.8783500000000001,0.8783500000000001,1.67355,0.0,0.85375,0.85375,1.5971500000000003,0.0,0.83435,0.83435,1.5435500000000002,0.0,0.82115,0.82115,1.33,6.6339,13.1,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,3.45,17.9,-9.787249919364886,-9.787269919364718,3.47662997135677,-9.787269919364718,-3.8144050045737417,16.99279956799987,-3.6680599697796166,16.856479861122974,0.46605,0.44915,0.46375,0.44515,0.46035,0.43705,0.43705,0.45585,0.42595,0.42595,0.45095,0.41375,0.41365,3.44,13.61805,35.1211,2.0,4.0,2.0,2.0,6.0,0.802
